date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:24	48/48	---MCZ	200	added ('OK')	text/plain	etag:f84dd2eadf71d19ac07834f908eaa482	https://uniquebuilderstvm.in/robots.txt		(from )
19:48:25	72073/72073	---MCZ	200	added ('OK')	text/html	etag:eb5cb54a5aa5dbd8eb8e086ca5a961ed	https://uniquebuilderstvm.in/	/home/dev/ahsan/uniquebuilderstvm.in/index.html	(from )
19:48:26	443/443	---MCZ	200	added ('OK')	application/manifest+json	etag:44b817b1891670828a61c544a51939cf	https://uniquebuilderstvm.in/manifest.webmanifest	/home/dev/ahsan/uniquebuilderstvm.in/manifest.webmanifest	(from https://uniquebuilderstvm.in/)
19:48:27	32951/32951	---MCZ	200	added ('OK')	application/javascript	etag:9a7bf912a9ef18e56907e56d4ef8542e	https://uniquebuilderstvm.in/sw.js	/home/dev/ahsan/uniquebuilderstvm.in/sw.js	(from https://uniquebuilderstvm.in/)
19:48:28	50891/50891	---MCZ	200	added ('OK')	text/html	etag:c65cd5b93c7819776326f4e480b8cfbe	https://uniquebuilderstvm.in/contact-us	/home/dev/ahsan/uniquebuilderstvm.in/contact-us.html	(from https://uniquebuilderstvm.in/)
19:48:29	53137/53137	---MCZ	200	added ('OK')	text/html	etag:832fb5964b1471ac5ebba52f6ce3621f	https://uniquebuilderstvm.in/services	/home/dev/ahsan/uniquebuilderstvm.in/services.html	(from https://uniquebuilderstvm.in/)
19:48:30	74108/74108	---MCZ	200	added ('OK')	text/html	etag:a0faacea7a288d223f8fd1c9b7ea1743	https://uniquebuilderstvm.in/gallery	/home/dev/ahsan/uniquebuilderstvm.in/gallery.html	(from https://uniquebuilderstvm.in/)
19:48:31	53779/53779	---MCZ	200	added ('OK')	text/html	etag:c598ee80bc9de29f66a4eff5bba2ceaf	https://uniquebuilderstvm.in/testimonials	/home/dev/ahsan/uniquebuilderstvm.in/testimonials.html	(from https://uniquebuilderstvm.in/)
